HUNDRED,STREET,FROM,TO,CITY COUNCIL DISTRICT,POTHOLES,DITCHES,EMERGENCY UTILITY WORK,ROADWAY RESURFACING RATING,PAVING PROGRAM,,,
1800,S 60TH ST,SPRINGFIELD AVE,TRINITY ST,2,1,2,1,73,CITY LOCAL,,,
1800,S 60TH ST,TRINITY ST,CHESTER AVE,2,3,8,0,85,CITY LOCAL,,,
1800,S 60TH ST,TRINITY ST,TRINITY ST,2,1,0,0,62,CITY LOCAL,,,
1900,S 60TH ST,ALLMAN ST,KINGSESSING AVE,2,0,1,0,78,CITY LOCAL,,,
1900,S 60TH ST,REGENT ST,ALLMAN ST,2,0,0,0,73,CITY LOCAL,,,
1900,S 60TH ST,CHESTER AVE,REGENT ST,2,0,0,4,78,CITY LOCAL,,,
2000,S 60TH ST,KINGSESSING AVE,REINHARD ST,2,1,3,1,78,CITY LOCAL,,,
2000,S 60TH ST,REINHARD ST,UPLAND ST,2,0,0,2,89,CITY LOCAL,,,
2000,S 60TH ST,UPLAND ST,GREENWAY AVE,2,0,0,0,90,CITY LOCAL,,,
2100,S 60TH ST,YOCUM ST,WOODLAND AVE,2,0,1,0,78,CITY LOCAL,,,
2100,S 60TH ST,GREENWAY AVE,YOCUM ST,2,0,3,0,73,CITY LOCAL,,,
1700,S CHADWICK ST,MORRIS ST,MOORE ST,2,0,3,0,78,CITY LOCAL,,,
1700,S DOUGLAS ST,MORRIS ST,MOORE ST,2,0,0,0,90,CITY LOCAL,,,
0,S FALLON ST,LUDLOW ST,CHESTNUT ST,3,0,0,2,57,CITY LOCAL,,,
1200,S HARMONY ST,GRAYS FERRY AVE,WHARTON ST,2,0,0,4,78,CITY LOCAL,,,
1300,S HARMONY ST,WHARTON ST,REED ST,2,4,0,1,73,CITY LOCAL,,,
1200,S PATTON ST,GRAYS FERRY AVE,WHARTON ST,2,2,0,0,73,CITY LOCAL,,,
1800,S RINGGOLD ST,MOORE ST,MIFFLIN ST,2,6,0,0,73,CITY LOCAL,,,
500,S TANEY ST,LOMBARD ST,NAUDAIN ST,2,0,0,3,89,CITY LOCAL,,,
500,S TANEY ST,NAUDAIN ST,SOUTH ST,2,0,0,0,85,CITY LOCAL,,,
1800,S TAYLOR ST,MOORE ST,MIFFLIN ST,2,2,2,2,73,CITY LOCAL,,,
1400,SAINT LUKES ST,N CARLISLE ST,N 15TH ST,8,0,3,0,89,CITY LOCAL,,,
1400,SAINT LUKES ST,N BROAD ST,N CARLISLE ST,8,1,0,0,92,CITY LOCAL,,,
1500,SAINT LUKES ST,N 15TH ST,N 16TH ST,8,4,1,0,89,CITY LOCAL,,,
1600,SAINT LUKES ST,N 16TH ST,N 17TH ST,8,1,0,0,91,CITY LOCAL,,,
3300,SAINT VINCENT ST,ROWLAND AVE,CRISPIN ST,6,1,0,0,77,CITY LOCAL,,,
3400,SAINT VINCENT ST,CRISPIN ST,LEON ST,6,7,6,1,78,CITY LOCAL,,,
3400,SAINT VINCENT ST,LEON ST,FRANKFORD AVE,6,1,0,4,77,CITY LOCAL,,,
2100,SANSOM ST,S BEECHWOOD ST,S 22ND ST,2,1,0,0,85,CITY LOCAL,,,
2100,SANSOM ST,S VAN PELT ST,S BEECHWOOD ST,2,1,0,0,89,CITY LOCAL,,,
2100,SANSOM ST,S 21ST ST,S VAN PELT ST,2,3,0,1,70,CITY LOCAL,,,
2200,SANSOM ST,S 22ND ST,S 23RD ST,2,4,0,0,78,CITY LOCAL,,,
2300,SANSOM ST,S BONSALL ST,S 24TH ST,2,0,0,0,73,CITY LOCAL,,,
2300,SANSOM ST,S 23RD ST,S BONSALL ST,2,0,2,1,67,CITY LOCAL,,,
5100,SAUL ST,DYRE ST,PRATT ST,7,2,1,1,76,CITY LOCAL,,,
5200,SAUL ST,PRATT ST,BRIDGE ST,7,4,0,0,74,CITY LOCAL,,,
5300,SAUL ST,KENNEDY ST,SANGER ST,7,0,0,9,86,CITY LOCAL,,,
5300,SAUL ST,BRIDGE ST,BRILL ST,7,0,0,0,70,CITY LOCAL,,,
5300,SAUL ST,BRILL ST,KENNEDY ST,7,1,0,0,72,CITY LOCAL,,,
4800,SAYBROOK AVE,HANSON ST,S 49TH ST,3,0,0,0,73,CITY LOCAL,,,
4900,SAYBROOK AVE,S 49TH ST,S 50TH ST,3,0,1,3,75,CITY LOCAL,,,
600,SCHUYLKILL AVE,SOUTH ST,BAINBRIDGE ST,2,0,0,0,77,CITY LOCAL,,,
1300,SCHUYLKILL AVE,S SCHUYLKILL RIVER TRL,SEARS ST,2,0,0,0,57,CITY LOCAL,,,
1300,SCHUYLKILL AVE,SEARS ST,EARP ST,2,1,0,0,73,CITY LOCAL,,,
1300,SCHUYLKILL AVE,EARP ST,REED ST,2,0,0,0,90,CITY LOCAL,,,
1400,SCHUYLKILL AVE,REED ST,DEAD END SOUTH,2,1,0,0,78,CITY LOCAL,,,
3600,SEARS ST,S 36TH ST,SCHUYLKILL AVE,2,1,2,0,90,CITY LOCAL,,,
1800,SEPVIVA ST,E HEWSON ST,E NORRIS ST,5,0,1,2,65,CITY LOCAL,,,
1800,SEPVIVA ST,E BERKS ST,E HEWSON ST,5,0,2,0,98,CITY LOCAL,,,
2000,SEPVIVA ST,E NORRIS ST,DREER ST,1,0,0,0,73,CITY LOCAL,,,
2000,SEPVIVA ST,DREER ST,E SUSQUEHANNA AVE,1,0,2,1,78,CITY LOCAL,,,
0,SHAWMONT AVE,NIXON ST,MINERVA ST,4,15,1,0,78,CITY LOCAL,,,
100,SHAWMONT AVE,MINERVA ST,GREEN TREE RUN,4,8,0,0,78,CITY FAM,,,
200,SHAWMONT AVE,GREEN TREE RUN,EVA ST,4,16,3,1,88,CITY FAM,,,
500,SHAWMONT AVE,BEAN ST,GRANVILLE RD,4,0,0,0,92,CITY FAM,,,
500,SHAWMONT AVE,GRANVILLE RD,RIDGE AVE,4,0,1,0,87,CITY FAM,,,
500,SHAWMONT AVE,EVA ST,BEAN ST,4,3,3,0,87,CITY FAM,,,
0,SHURS LN,MAIN ST,STATION ST,4,1,0,0,77,CITY FAM,,,
100,SHURS LN,TOWER ST,BOONE ST,4,0,0,0,87,CITY FAM,,,
100,SHURS LN,TERRACE ST,DEXTER ST,4,1,5,0,77,CITY FAM,,,
100,SHURS LN,CRESSON ST,APPLE ST,4,4,0,0,87,CITY FAM,,,
100,SHURS LN,STATION ST,CRESSON ST,4,0,0,0,98,CITY FAM,,,
100,SHURS LN,BOONE ST,TERRACE ST,4,10,6,0,77,CITY FAM,,,
100,SHURS LN,APPLE ST,TOWER ST,4,5,0,0,87,CITY FAM,,,
200,SHURS LN,DEXTER ST,LAURISTON ST,4,11,5,1,77,CITY FAM,,,
300,SHURS LN,LAURISTON ST,PECHIN ST,4,6,0,0,87,CITY FAM,,,
400,SHURS LN,MERRICK ST,RIDGE AVE,4,2,0,0,73,CITY FAM,,,
400,SHURS LN,PECHIN ST,FREELAND AVE,4,8,4,3,77,CITY FAM,,,
400,SHURS LN,FREELAND AVE,MITCHELL ST,4,3,1,0,84,CITY FAM,,,
400,SHURS LN,MITCHELL ST,MERRICK ST,4,3,2,0,72,CITY FAM,,,
4500,SILVERWOOD ST,DUPONT ST,LEVERINGTON AVE,4,5,1,0,42,CITY LOCAL,,,
4500,SILVERWOOD ST,BALDWIN ST,DUPONT ST,4,0,0,0,51,CITY LOCAL,,,
4500,SILVERWOOD ST,GREEN LN,BALDWIN ST,4,10,0,0,53,CITY LOCAL,,,
4600,SILVERWOOD ST,LEVERINGTON AVE,GREENOUGH ST,4,5,0,6,58,CITY LOCAL,,,
4600,SILVERWOOD ST,RIPKA ST,HERMITAGE ST,4,0,0,0,59,CITY LOCAL,,,
4600,SILVERWOOD ST,GREENOUGH ST,RIPKA ST,4,5,0,0,59,CITY LOCAL,,,
4700,SILVERWOOD ST,GATES ST,FOUNTAIN ST,4,0,0,0,53,CITY LOCAL,,,
4700,SILVERWOOD ST,HERMITAGE ST,WRIGHT ST,4,2,2,3,50,CITY LOCAL,,,
4700,SILVERWOOD ST,WRIGHT ST,GATES ST,4,3,0,0,53,CITY LOCAL,,,
6600,SILVERWOOD ST,OVERLOOK RD,DEAD END NORTH,4,1,0,0,78,CITY LOCAL,,,
6600,SILVERWOOD ST,LEMONTE ST,OVERLOOK RD,4,3,0,0,57,CITY LOCAL,,,
7000,SILVERWOOD ST,PAOLI AVE,DEAD END NORTH,4,0,0,0,57,CITY LOCAL,,,
0,SPRUCE ST,S CHRISTOPHER COLUM- BUS BLVD,S FRONT ST,1,1,0,0,93,CITY FAM,,,
100,SPRUCE ST,S FRONT ST,38TH PARALLEL PL,1,0,0,1,93,CITY FAM,,,
2200,SUMMER ST,N 22ND ST,N 23RD ST,5,1,0,3,65,CITY LOCAL,,,
4200,TACONY ST,ADAMS AVE,CHURCH ST,7,1,2,0,70,PENNDOT,,,
4300,TACONY ST,CHURCH ST,DUNCAN ST,7,0,0,0,70,PENNDOT,,,
4500,TACONY ST,DUNCAN ST,ORTHODOX ST,7,4,0,0,70,PENNDOT,,,
4600,TACONY ST,ORTHODOX ST,MARGARET ST,6,0,0,1,89,PENNDOT,,,
4700,TACONY ST,MARGARET ST,BUCKIUS ST,6,1,0,1,94,PENNDOT,,,
4800,TACONY ST,BUCKIUS ST,ARAMINGO AVE,6,0,0,0,98,PENNDOT,,,
100,TASKER ST,S FRONT ST,S 2ND ST,1,3,3,5,85,CITY FAM,,,
200,TASKER ST,S 2ND ST,E MOYAMENSING AVE,1,9,2,5,69,CITY FAM,,,
300,TASKER ST,E MOYAMENSING AVE,S 4TH ST,1,0,0,2,69,CITY FAM,,,
400,TASKER ST,S LAWRENCE ST,S ORKNEY ST,1,1,0,0,87,CITY FAM,,,
400,TASKER ST,S 4TH ST,S LAWRENCE ST,1,0,0,2,87,CITY FAM,,,
400,TASKER ST,S ORKNEY ST,S 5TH ST,1,2,0,0,92,CITY FAM,,,
500,TASKER ST,S 5TH ST,S 6TH ST,1,0,0,10,77,CITY FAM,,,
600,TASKER ST,S MARSHALL ST,S 7TH ST,1,1,0,0,87,CITY FAM,,,
600,TASKER ST,S 6TH ST,S MARSHALL ST,1,1,0,0,94,CITY FAM,,,
700,TASKER ST,S BEULAH ST,S FRANKLIN ST,1,0,0,0,94,CITY FAM,,,
700,TASKER ST,S 7TH ST,S BEULAH ST,1,4,0,3,94,CITY FAM,,,
700,TASKER ST,S FRANKLIN ST,S 8TH ST,1,0,0,2,82,CITY FAM,,,
800,TASKER ST,S 8TH ST,S 9TH ST,1,7,0,0,72,CITY FAM,,,
900,TASKER ST,S 9TH ST,S 10TH ST,1,4,0,7,82,CITY FAM,,,
1000,TASKER ST,S 10TH ST,S 11TH ST,1,0,1,0,93,CITY FAM,,,
1100,TASKER ST,E PASSYUNK AVE,S 12TH ST,1,0,3,0,87,CITY FAM,,,
1100,TASKER ST,S 11TH ST,E PASSYUNK AVE,1,0,0,0,93,CITY FAM,,,
1200,TASKER ST,S CAMAC ST,S ISEMINGER ST,1,2,0,0,93,CITY FAM,,,
1200,TASKER ST,S ISEMINGER ST,S 13TH ST,1,0,0,0,94,CITY FAM,,,
1200,TASKER ST,S 12TH ST,S CAMAC ST,1,0,0,1,94,CITY FAM,,,
1300,TASKER ST,S 13TH ST,S CLARION ST,1,6,0,1,100,CITY FAM,,,
1300,TASKER ST,S JUNIPER ST,S WATTS ST,1,1,0,0,100,CITY FAM,,,
1300,TASKER ST,S CLARION ST,S JUNIPER ST,1,3,0,0,100,CITY FAM,,,
1300,TASKER ST,S WATTS ST,S BROAD ST,1,0,0,0,100,CITY FAM,,,
1400,TASKER ST,S CARLISLE ST,S CARLISLE ST,2,0,0,0,90,CITY FAM,,,
1400,TASKER ST,S ROSEWOOD ST,S CARLISLE ST,2,0,0,0,90,CITY FAM,,,
1400,TASKER ST,S CARLISLE ST,S 15TH ST,2,0,1,0,87,CITY FAM,,,
1400,TASKER ST,S BROAD ST,S BROAD ST,2,0,0,0,100,CITY FAM,,,
1400,TASKER ST,S BROAD ST,S ROSEWOOD ST,2,0,0,3,90,CITY FAM,,,
1500,TASKER ST,S HICKS ST,S MOLE ST,2,1,0,0,82,CITY FAM,,,
1500,TASKER ST,S 15TH ST,S HICKS ST,2,1,1,0,82,CITY FAM,,,
1500,TASKER ST,S MOLE ST,S 16TH ST,2,3,0,0,82,CITY FAM,,,
1600,TASKER ST,S CHADWICK ST,S 17TH ST,2,0,0,0,82,CITY FAM,,,
1600,TASKER ST,S BANCROFT ST,S CHADWICK ST,2,0,0,1,82,CITY FAM,,,
1600,TASKER ST,S 16TH ST,S BANCROFT ST,2,4,0,6,81,CITY FAM,,,
1700,TASKER ST,S 17TH ST,S COLORADO ST,2,2,0,0,82,CITY FAM,,,
1700,TASKER ST,S BOUVIER ST,S 18TH ST,2,4,2,0,79,CITY FAM,,,
1700,TASKER ST,S COLORADO ST,S BOUVIER ST,2,1,0,0,81,CITY FAM,,,
1800,TASKER ST,S CLEVELAND ST,DORRANCE ST,2,1,0,0,79,CITY FAM,,,
1800,TASKER ST,S 18TH ST,S CLEVELAND ST,2,5,4,0,79,CITY FAM,,,
1800,TASKER ST,DORRANCE ST,S 19TH ST,2,2,2,0,79,CITY FAM,,,
1900,TASKER ST,S 19TH ST,S GARNET ST,2,3,0,0,82,CITY FAM,,,
1900,TASKER ST,S GARNET ST,S OPAL ST,2,0,1,0,82,CITY FAM,,,
1900,TASKER ST,S OPAL ST,S 20TH ST,2,0,0,0,79,CITY FAM,,,
2000,TASKER ST,S CAPITOL ST,S LAMBERT ST,2,0,0,0,82,CITY FAM,,,
2000,TASKER ST,S WOODSTOCK ST,S CAPITOL ST,2,0,0,0,82,CITY FAM,,,
2000,TASKER ST,S 20TH ST,S WOODSTOCK ST,2,0,0,0,82,CITY FAM,,,
2000,TASKER ST,S LAMBERT ST,S 21ST ST,2,0,0,3,82,CITY FAM,,,
2100,TASKER ST,S 21ST ST,S 22ND ST,2,2,0,4,82,CITY FAM,,,
2200,TASKER ST,POINT BREEZE AVE,S 23RD ST,2,3,0,1,87,CITY FAM,,,
2200,TASKER ST,S 22ND ST,POINT BREEZE AVE,2,2,0,0,91,CITY FAM,,,
2300,TASKER ST,S 23RD ST,S 24TH ST,2,3,0,0,91,CITY FAM,,,
2400,TASKER ST,S RINGGOLD ST,S TAYLOR ST,2,1,0,0,90,CITY FAM,,,
2400,TASKER ST,S TAYLOR ST,S 25TH ST,2,1,0,0,70,CITY FAM,,,
2400,TASKER ST,S 24TH ST,S RINGGOLD ST,2,1,1,1,91,CITY FAM,,,
2500,TASKER ST,S BAMBREY ST,S 26TH ST,2,0,0,0,88,CITY FAM,,,
2500,TASKER ST,S 25TH ST,S STILLMAN ST,2,0,0,0,88,CITY FAM,,,
2500,TASKER ST,S STILLMAN ST,S BAMBREY ST,2,0,0,0,91,CITY FAM,,,
2600,TASKER ST,S 26TH ST,S BAILEY ST,2,0,0,0,91,CITY FAM,,,
2600,TASKER ST,S TANEY ST,S 27TH ST,2,0,0,0,91,CITY FAM,,,
2600,TASKER ST,S BAILEY ST,S TANEY ST,2,0,0,0,90,CITY FAM,,,
2700,TASKER ST,S ETTING ST,S MARSTON ST,2,0,0,0,90,CITY FAM,,,
2700,TASKER ST,S 27TH ST,S ETTING ST,2,0,0,0,87,CITY FAM,,,
2700,TASKER ST,S MARSTON ST,S 28TH ST,2,0,1,0,87,CITY FAM,,,
2800,TASKER ST,S DOVER ST,S 29TH ST,2,1,0,0,82,CITY FAM,,,
2800,TASKER ST,S NEWKIRK ST,S DOVER ST,2,0,0,0,87,CITY FAM,,,
2800,TASKER ST,S 28TH ST,S NEWKIRK ST,2,0,0,1,90,CITY FAM,,,
2900,TASKER ST,S 29TH ST,S HOLLYWOOD ST,2,1,0,0,79,CITY FAM,,,
2900,TASKER ST,S MYRTLEWOOD ST,S 30TH ST,2,0,0,0,82,CITY FAM,,,
2900,TASKER ST,S HOLLYWOOD ST,S MYRTLEWOOD ST,2,0,0,0,82,CITY FAM,,,
3000,TASKER ST,S CORLIES ST,S CORLIES ST,2,0,0,0,87,CITY FAM,,,
3000,TASKER ST,S 30TH ST,S CORLIES ST,2,1,0,0,91,CITY FAM,,,
3000,TASKER ST,S STANLEY ST,S 31ST ST,2,0,0,0,87,CITY FAM,,,
3000,TASKER ST,S CORLIES ST,S STANLEY ST,2,1,0,0,91,CITY FAM,,,
3100,TASKER ST,S 31ST ST,S NAPA ST,2,1,0,0,90,CITY FAM,,,
3100,TASKER ST,S NAPA ST,S PATTON ST,2,3,0,0,78,CITY FAM,,,
3100,TASKER ST,S PATTON ST,S 32ND ST,2,0,0,0,91,CITY FAM,,,
3200,TASKER ST,S 32ND ST,S 33RD ST,2,4,0,0,60,CITY FAM,,,
3300,TASKER ST,S 33RD ST,S 34TH ST,2,1,0,0,88,CITY FAM,,,
0,THORNTON RD,WOODHAVEN RD,WOODHAVEN RD,10,1,0,0,98,CITY LOCAL,,,
11700,THORNTON RD,COMLY RD,THORNWOOD PL,10,39,0,0,90,CITY LOCAL,,,
12000,THORNTON RD,THORNWOOD PL,WOODHAVEN RD,10,10,0,0,98,CITY LOCAL,,,
12100,THORNTON RD,TOWNSEND RD,FAIRDALE RD,10,2,0,0,97,CITY LOCAL,,,
12100,THORNTON RD,WOODHAVEN RD,TOWNSEND RD,10,4,0,5,97,CITY LOCAL,,,
12200,THORNTON RD,FAIRDALE RD,BYBERRY RD,10,8,0,0,95,CITY LOCAL,,,
4800,TIBBEN ST,FOUNTAIN ST,DELMAR ST,4,0,0,0,73,CITY LOCAL,,,
4900,TIBBEN ST,DELMAR ST,LEMONTE ST,4,0,0,1,73,CITY LOCAL,,,
1700,TILGHMAN ST,N 2ND ST,W MONTGOMERY AVE,7,0,0,1,73,CITY LOCAL,,,
3000,TITAN ST,S 30TH ST,S 31ST ST,2,5,8,0,73,CITY LOCAL,,,
12200,TOWNSEND RD,THORNTON RD,SOUTHAMPTON RD,10,8,0,0,98,CITY LOCAL,,,
12300,TOWNSEND RD,SOUTHAMPTON RD,OLD TOWNSEND RD,10,6,2,1,86,CITY LOCAL,,,
13000,TOWNSEND RD,OLD TOWNSEND RD,MC NULTY RD,10,0,0,0,86,CITY LOCAL,,,
2500,TREMONT ST,FAIRFIELD ST,LEONARD ST,6,2,5,4,78,CITY LOCAL,,,
2500,TREMONT ST,E ROOSEVELT BLVD,FAIRFIELD ST,6,14,0,0,57,CITY LOCAL,,,
2600,TREMONT ST,BLUE GRASS RD,REVERE ST,6,0,1,0,78,CITY LOCAL,,,
2600,TREMONT ST,LEONARD ST,CALVERT ST,6,9,0,0,57,CITY LOCAL,,,
2600,TREMONT ST,CALVERT ST,BLUE GRASS RD,6,0,0,0,78,CITY LOCAL,,,
3000,TREMONT ST,WESLEYAN RD,FAIRFIELD ST,6,0,2,7,72,CITY LOCAL,,,
1800,TRENTON AVE,E HEWSON ST,E NORRIS ST,7,0,1,0,59,CITY LOCAL,,,
100,TURNER ST,HOPE ST,N HOWARD ST,7,0,0,0,78,CITY LOCAL,,,
0,UMBRIA ST,WRIGHT ST,WRIGHT ST,4,1,1,0,92,CITY FAM,,,
4600,UMBRIA ST,HERMITAGE ST,WRIGHT ST,4,0,0,0,89,CITY FAM,,,
4600,UMBRIA ST,RIPKA ST,HERMITAGE ST,4,0,0,0,87,CITY FAM,,,
4600,UMBRIA ST,LEVERINGTON AVE,RIPKA ST,4,22,0,0,87,CITY FAM,,,
4700,UMBRIA ST,WRIGHT ST,ALDEN WALK,4,8,0,0,89,CITY FAM,,,
4700,UMBRIA ST,ALDEN WALK,GATES ST,4,0,0,0,89,CITY FAM,,,
4700,UMBRIA ST,GATES ST,FOUNTAIN ST,4,2,0,0,91,CITY FAM,,,
4800,UMBRIA ST,LEMONTE ST,PARKER AVE,4,0,0,0,89,CITY FAM,,,
4800,UMBRIA ST,FOUNTAIN ST,LEMONTE ST,4,41,11,0,92,CITY FAM,,,
4900,UMBRIA ST,PARKER AVE,PARKER AVE,4,2,0,0,87,CITY FAM,,,
5000,UMBRIA ST,PAOLI AVE,DOMINO LN,4,1,6,2,92,CITY FAM,,,
5000,UMBRIA ST,PARKER AVE,PAOLI AVE,4,4,0,0,87,CITY FAM,,,
5200,UMBRIA ST,DOMINO LN,AUTUMN RIVER RUN,4,5,1,0,92,CITY FAM,,,
7200,UMBRIA ST,AUTUMN RIVER RUN,MINERVA ST,4,12,0,0,78,CITY FAM,,,
1300,UNITY ST,PILLING ST,ELIZABETH ST,7,1,0,0,57,CITY LOCAL,,,
1300,UNITY ST,ELIZABETH ST,LEIPER ST,7,0,1,1,70,CITY LOCAL,,,
1300,UNITY ST,OAKLAND ST,PILLING ST,7,0,0,4,70,CITY LOCAL,,,
1400,UNITY ST,LEIPER ST,N PENN ST,7,2,1,6,59,CITY LOCAL,,,
1500,UNITY ST,N PENN ST,GRISCOM ST,7,1,0,1,89,CITY LOCAL,,,
1500,UNITY ST,GRISCOM ST,FRANKFORD AVE,7,0,0,5,70,CITY LOCAL,,,
1600,UNITY ST,FRANKFORD AVE,PAUL ST,7,2,2,10,65,CITY LOCAL,,,
1600,UNITY ST,PAUL ST,ORCHARD ST,7,0,0,0,73,CITY LOCAL,,,
1600,UNITY ST,ORCHARD ST,HEDGE ST,7,2,0,0,77,CITY LOCAL,,,
1700,UNITY ST,HEDGE ST,WALN ST,7,0,0,0,70,CITY LOCAL,,,
300,UNIVERSITY AVE,S 38TH ST,WOODLAND WALK,3,0,0,0,NULL,PennDOT,,,
400,UNIVERSITY AVE,HAMILTON WALK,BALTIMORE AVE,3,0,0,0,NULL,PennDOT,,,
2000,UPLAND WAY,WOODBINE AVE,DREXEL RD,4,1,1,0,72,CITY LOCAL,,,
6900,VALLEY AVE,HENRY AVE,LIVEZEY LN,4,16,0,1,44,CITY FAM,,,
7000,VALLEY AVE,LIVEZEY LN,LIVEZEY ST,4,3,1,0,44,CITY FAM,,,
7100,VALLEY AVE,LIVEZEY ST,CINNAMINSON ST,4,1,0,1,57,CITY FAM,,,
7100,VALLEY AVE,CINNAMINSON ST,HILL RD,4,0,0,0,57,CITY FAM,,,
7200,VALLEY AVE,HAGNER ST,DOMINO LN,4,1,0,0,44,CITY FAM,,,
7200,VALLEY AVE,HILL RD,HAGNER ST,4,1,0,0,54,CITY FAM,,,
7300,VALLEY AVE,DOMINO LN,KEIFFER ST,4,2,1,0,63,CITY FAM,,,
7300,VALLEY AVE,KEIFFER ST,RENZ ST,4,2,2,0,47,CITY FAM,,,
7400,VALLEY AVE,RENZ ST,WIGARD AVE,4,0,0,0,67,CITY FAM,,,
0,VARE AVE,NEW HOPE ST,MIFFLIN ST,2,0,0,0,87,CITY LOCAL,,,
0,VARE AVE,SCHUYLKILL EXPY RAMP,NEW HOPE ST,2,2,0,0,87,CITY LOCAL,,,
0,VARE AVE,MIFFLIN ST,S 34TH ST,2,1,0,0,78,CITY LOCAL,,,
0,VARE AVE,SNYDER AVE,SCHUYLKILL EXPY RAMP,2,0,0,0,91,CITY LOCAL,,,
3200,VARE AVE,SCHUYLKILL EXPY RAMP,MOORE ST,2,4,0,0,89,CITY LOCAL,,,
100,W ALLEGHENY AVE,HOPE ST,N HOWARD ST,7,0,0,0,100,PENNDOT,,,
100,W ALLEGHENY AVE,PALETHORP ST,N 2ND ST,7,0,0,0,100,PENNDOT,,,
100,W ALLEGHENY AVE,N HANCOCK ST,PALETHORP ST,7,0,1,0,100,PENNDOT,,,
100,W ALLEGHENY AVE,E ALLEGHENY AVE,HOPE ST,7,0,0,0,100,PENNDOT,,,
100,W ALLEGHENY AVE,MASCHER ST,N HANCOCK ST,7,1,0,0,100,PENNDOT,,,
100,W ALLEGHENY AVE,N HOWARD ST,MASCHER ST,7,0,0,0,100,PENNDOT,,,
200,W ALLEGHENY AVE,N AMERICAN ST,N 3RD ST,7,0,0,0,100,PENNDOT,,,
200,W ALLEGHENY AVE,N PHILIP ST,N AMERICAN ST,7,0,0,0,100,PENNDOT,,,
200,W ALLEGHENY AVE,N 2ND ST,N PHILIP ST,7,0,0,0,100,PENNDOT,,,
300,W ALLEGHENY AVE,N 3RD ST,N 5TH ST,7,1,0,2,100,PENNDOT,,,
500,W ALLEGHENY AVE,N FAIRHILL ST,N 6TH ST,7,2,0,0,100,PENNDOT,,,
500,W ALLEGHENY AVE,N REESE ST,N RANDOLPH ST,7,0,0,0,100,PENNDOT,,,
500,W ALLEGHENY AVE,N RANDOLPH ST,N FAIRHILL ST,7,0,0,0,100,PENNDOT,,,
500,W ALLEGHENY AVE,N 5TH ST,N REESE ST,7,0,0,0,100,PENNDOT,,,
600,W ALLEGHENY AVE,N SHERIDAN ST,N 7TH ST,5,7,0,0,100,PENNDOT,,,
600,W ALLEGHENY AVE,N 6TH ST,N WENDLE ST,5,4,0,1,100,PENNDOT,,,
600,W ALLEGHENY AVE,N WENDLE ST,N SHERIDAN ST,5,0,0,0,100,PENNDOT,,,
700,W ALLEGHENY AVE,N FRANKLIN ST,W ALLEGHENY AVE,5,0,0,0,100,PENNDOT,,,
700,W ALLEGHENY AVE,W ALLEGHENY AVE,N 8TH ST,5,0,0,0,100,PENNDOT,,,
700,W ALLEGHENY AVE,N 7TH ST,N FRANKLIN ST,5,5,1,0,100,PENNDOT,,,
800,W ALLEGHENY AVE,N 8TH ST,N DARIEN ST,5,2,0,0,100,PENNDOT,,,
800,W ALLEGHENY AVE,N DARIEN ST,W GLENWOOD AVE,5,3,0,0,100,PENNDOT,,,
1100,W ALLEGHENY AVE,W SEDGLEY AVE,GERMANTOWN AVE,5,2,0,0,100,PENNDOT,,,
1100,W ALLEGHENY AVE,GERMANTOWN AVE,N 12TH ST,5,0,0,1,100,PENNDOT,,,
1200,W ALLEGHENY AVE,N CAMAC ST,N 13TH ST,5,0,0,0,100,PENNDOT,,,
1200,W ALLEGHENY AVE,N 12TH ST,N CAMAC ST,5,1,0,0,100,PENNDOT,,,
1300,W ALLEGHENY AVE,N PARK AVE,N BROAD ST,5,0,0,3,100,PENNDOT,,,
1300,W ALLEGHENY AVE,N 13TH ST,N PARK AVE,5,1,0,1,100,PENNDOT,,,
1400,W ALLEGHENY AVE,N CARLISLE ST,N 15TH ST,8,2,0,0,100,PENNDOT,,,
1400,W ALLEGHENY AVE,N BROAD ST,N ROSEWOOD ST,8,9,1,2,100,PENNDOT,,,
1400,W ALLEGHENY AVE,N CARLISLE ST,N CARLISLE ST,8,0,0,0,100,PENNDOT,,,
1400,W ALLEGHENY AVE,N ROSEWOOD ST,N CARLISLE ST,8,0,0,0,100,PENNDOT,,,
1500,W ALLEGHENY AVE,N 15TH ST,N 16TH ST,8,7,0,0,100,PENNDOT,,,
1600,W ALLEGHENY AVE,BANCROFT CT,N 17TH ST,8,0,0,0,NULL,PENNDOT,,,
1600,W ALLEGHENY AVE,N 16TH ST,BANCROFT CT,8,0,0,0,NULL,PENNDOT,,,
1700,W ALLEGHENY AVE,N 17TH ST,W LIPPINCOTT ST,8,13,1,1,100,PENNDOT,,,
1800,W ALLEGHENY AVE,W LIPPINCOTT ST,N 19TH ST,8,0,0,1,100,PENNDOT,,,
1900,W ALLEGHENY AVE,N 19TH ST,N 20TH ST,8,5,0,0,100,PENNDOT,,,
2000,W ALLEGHENY AVE,N 20TH ST,N 21ST ST,8,10,2,4,100,PENNDOT,,,
2100,W ALLEGHENY AVE,N 21ST ST,N 22ND ST,8,11,7,0,100,PENNDOT,,,
2200,W ALLEGHENY AVE,N 22ND ST,N HEMBERGER ST,8,14,3,0,100,PENNDOT,,,
2200,W ALLEGHENY AVE,N HEMBERGER ST,N 23RD ST,8,0,0,0,100,PENNDOT,,,
