HUNDRED,STREET,FROM,TO,CITY COUNCIL DISTRICT,POTHOLES,DITCHES,EMERGENCY UTILITY WORK,ROADWAY RESURFACING RATING,PAVING PROGRAM,,,
600,N 15TH ST,MOUNT VERNON ST,WALLACE ST,5,0,0,0,76,CITY LOCAL,,,
600,N 15TH ST,WALLACE ST,NORTH ST,5,1,0,0,84,CITY LOCAL,,,
600,N 15TH ST,GREEN ST,MOUNT VERNON ST,5,0,0,2,84,CITY LOCAL,,,
600,N 15TH ST,NORTH ST,MELON ST,5,1,0,0,84,CITY LOCAL,,,
700,N 15TH ST,SWAIN ST,RIDGE AVE,5,0,0,8,84,CITY LOCAL,,,
700,N 15TH ST,RIDGE AVE,BROWN ST,5,1,0,0,84,CITY LOCAL,,,
700,N 15TH ST,FAIRMOUNT AVE,SWAIN ST,5,0,0,0,77,CITY LOCAL,,,
800,N 15TH ST,HARMER ST,POPLAR ST,5,0,0,1,73,CITY LOCAL,,,
800,N 15TH ST,PARRISH ST,OGDEN ST,5,2,1,1,77,CITY LOCAL,,,
800,N 15TH ST,BROWN ST,PARRISH ST,5,6,0,11,84,CITY LOCAL,,,
800,N 15TH ST,OGDEN ST,HARMER ST,5,0,0,0,84,CITY LOCAL,,,
900,N 15TH ST,CAMBRIDGE ST,W GIRARD AVE,5,4,1,1,73,CITY LOCAL,,,
900,N 15TH ST,POPLAR ST,CAMBRIDGE ST,5,11,4,2,73,CITY LOCAL,,,
4700,N 15TH ST,BELFIELD AVE,W LOUDON ST,8,2,0,2,65,CITY LOCAL,,,
4800,N 15TH ST,W LOUDON ST,W ROCKLAND ST,8,7,5,4,59,CITY LOCAL,,,
4900,N 15TH ST,W ROCKLAND ST,WINDRIM AVE,8,0,1,0,59,CITY LOCAL,,,
4200,N 16TH ST,DOUNTON ST,W BRISTOL ST,8,0,0,1,53,CITY LOCAL,,,
4200,N 16TH ST,N SYDENHAM ST,STAUB ST,8,0,1,0,53,CITY LOCAL,,,
4200,N 16TH ST,W HUNTING PARK AVE,RUFFNER ST,8,0,0,0,55,CITY LOCAL,,,
4200,N 16TH ST,RUFFNER ST,N SYDENHAM ST,8,0,0,0,53,CITY LOCAL,,,
4300,N 16TH ST,SAINT PAUL ST,ROWAN ST,8,2,0,0,64,CITY LOCAL,,,
4300,N 16TH ST,ROWAN ST,ROWAN ST,8,0,0,0,53,CITY LOCAL,,,
4300,N 16TH ST,W BRISTOL ST,SAINT PAUL ST,8,8,1,0,53,CITY LOCAL,,,
4300,N 16TH ST,ROWAN ST,SAINT LUKES ST,8,1,0,0,53,CITY LOCAL,,,
4300,N 16TH ST,SAINT LUKES ST,SAINT LUKES ST,8,0,0,0,57,CITY LOCAL,,,
4400,N 16TH ST,W CAYUGA ST,BLAVIS ST,8,4,1,4,44,CITY LOCAL,,,
4400,N 16TH ST,BLAVIS ST,W WINGOHOCKING ST,8,1,1,1,44,CITY LOCAL,,,
4500,N 16TH ST,W WINGOHOCKING ST,W COURTLAND ST,8,5,3,1,44,CITY LOCAL,,,
4600,N 16TH ST,W COURTLAND ST,W WYOMING AVE,8,13,0,4,60,CITY LOCAL,,,
4700,N 16TH ST,W WYOMING AVE,W MENTOR ST,8,1,0,0,58,CITY LOCAL,,,
4700,N 16TH ST,W MENTOR ST,BELFIELD AVE,8,1,0,0,70,CITY LOCAL,,,
4800,N 16TH ST,BELFIELD AVE,WINDRIM AVE,8,0,0,0,18,CITY LOCAL,,,
4400,N 17TH ST,W CAYUGA ST,BLAVIS ST,8,3,3,2,33,CITY LOCAL,,,
4400,N 17TH ST,BLAVIS ST,W WINGOHOCKING ST,8,0,1,3,57,CITY LOCAL,,,
4500,N 17TH ST,W WINGOHOCKING ST,W COURTLAND ST,8,1,0,1,57,CITY LOCAL,,,
500,N 18TH ST,SPRING GARDEN ST,BRANDYWINE ST,5,1,7,0,76,CITY LOCAL,,,
500,N 18TH ST,BRANDYWINE ST,GREEN ST,5,0,0,3,82,CITY LOCAL,,,
600,N 18TH ST,NORTH ST,FAIRMOUNT AVE,5,1,0,0,70,CITY LOCAL,,,
600,N 18TH ST,GREEN ST,MOUNT VERNON ST,5,2,0,1,82,CITY LOCAL,,,
600,N 18TH ST,MOUNT VERNON ST,WALLACE ST,5,2,0,0,65,CITY LOCAL,,,
600,N 18TH ST,WALLACE ST,NORTH ST,5,0,0,0,70,CITY LOCAL,,,
200,N 38TH ST,POWELTON AVE,WARREN ST,3,0,0,0,NULL,PENNDOT,,,
300,N 38TH ST,POWELTON AVE,PEARL ST,3,4,1,0,100,PENNDOT,,,
300,N 38TH ST,LANCASTER AVE,BARING ST,3,0,0,2,100,PENNDOT,,,
300,N 38TH ST,PEARL ST,LANCASTER AVE,3,0,0,0,100,PENNDOT,,,
400,N 38TH ST,HAMILTON ST,SPRING GARDEN ST,3,0,0,4,100,PENNDOT,,,
400,N 38TH ST,BARING ST,HAMILTON ST,3,0,0,1,100,PENNDOT,,,
500,N 38TH ST,BRANDYWINE ST,HAVERFORD AVE,3,0,0,1,100,PennDOT,,,
500,N 38TH ST,SPRING GARDEN ST,BRANDYWINE ST,3,0,0,0,100,PennDOT,,,
6100,N 4TH ST,W SPENCER AVE,ROSEMAR ST,9,2,0,0,78,CITY LOCAL,,,
6100,N 4TH ST,SPARKS ST,W GODFREY AVE,9,0,0,0,76,CITY LOCAL,,,
6100,N 4TH ST,ROSEMAR ST,SPARKS ST,9,0,0,0,78,CITY LOCAL,,,
6200,N 4TH ST,W GODFREY AVE,CHELTEN AVE,9,1,0,2,76,CITY LOCAL,,,
1200,N 57TH ST,W GIRARD AVE,W THOMPSON ST,4,1,0,0,97,CITY LOCAL,,,
1300,N 57TH ST,W THOMPSON ST,MASTER ST,4,8,0,3,89,CITY LOCAL,,,
1400,N 57TH ST,MASTER ST,MEDIA ST,4,10,7,7,87,CITY LOCAL,,,
1500,N 57TH ST,MEDIA ST,LANSDOWNE AVE,4,9,5,2,89,CITY LOCAL,,,
1600,N 57TH ST,LANSDOWNE AVE,HUNTER ST,4,2,0,3,82,CITY LOCAL,,,
1600,N 57TH ST,STEWART ST,HADDINGTON LN,4,0,2,0,70,CITY LOCAL,,,
1600,N 57TH ST,HUNTER ST,STEWART ST,4,2,0,0,78,CITY LOCAL,,,
1700,N 57TH ST,HADDINGTON LN,DUNLAP ST,4,12,0,2,70,CITY LOCAL,,,
1700,N 57TH ST,DUNLAP ST,JEFFERSON ST,4,3,0,1,70,CITY LOCAL,,,
1800,N 57TH ST,NASSAU RD,W OXFORD ST,4,0,0,4,98,CITY LOCAL,,,
1800,N 57TH ST,JEFFERSON ST,NASSAU RD,4,0,0,4,94,CITY LOCAL,,,
1900,N 57TH ST,W OXFORD ST,LANCASTER AVE,4,6,0,0,90,CITY LOCAL,,,
0,N 59TH ST,FILBERT ST,ARCH ST,4,1,0,0,90,CITY LOCAL,,,
0,N 59TH ST,MARKET ST,FILBERT ST,4,2,1,0,90,CITY LOCAL,,,
0,N 60TH ST,MARKET ST,ARCH ST,4,0,0,1,97,CITY LOCAL,,,
1200,N 60TH ST,W GIRARD AVE,W THOMPSON ST,4,1,0,2,70,CITY LOCAL,,,
1300,N 60TH ST,W THOMPSON ST,KERSHAW ST,4,1,0,2,73,CITY LOCAL,,,
1300,N 60TH ST,KERSHAW ST,MASTER ST,4,0,4,0,70,CITY LOCAL,,,
1400,N 60TH ST,MASTER ST,MEDIA ST,4,9,5,1,70,CITY LOCAL,,,
1500,N 60TH ST,MEDIA ST,LANSDOWNE AVE,4,4,11,21,59,CITY LOCAL,,,
1900,N 61ST ST,HAZELHURST ST,LEBANON AVE,4,1,0,0,85,CITY LOCAL,,,
1900,N 61ST ST,CLIFFORD TER,HAZELHURST ST,4,3,0,0,87,CITY LOCAL,,,
1900,N 61ST ST,W COLUMBIA AVE,CLIFFORD TER,4,1,1,0,87,CITY LOCAL,,,
2000,N 61ST ST,LEBANON AVE,LANCASTER AVE,4,2,2,1,93,CITY LOCAL,,,
1300,N 66TH ST,MORRIS PARK RD,WOODCREST AVE,4,0,0,0,98,CITY LOCAL,,,
1400,N 66TH ST,WOODCREST AVE,WOODBINE AVE,4,2,0,0,88,CITY LOCAL,,,
1500,N 66TH ST,WOODBINE AVE,DREXEL RD,4,3,8,0,95,CITY LOCAL,,,
1800,N 69TH ST,SHERWOOD RD,CITY AVE,4,2,0,4,57,CITY LOCAL,,,
4000,N 6TH ST,W LUZERNE ST,W LYCOMING ST,7,3,5,3,43,CITY LOCAL,,,
4100,N 6TH ST,W LYCOMING ST,W HUNTING PARK AVE,7,2,5,2,65,CITY LOCAL,,,
5900,N 6TH ST,W NEDRO AVE,W CHAMPLOST AVE,9,9,1,0,73,CITY LOCAL,,,
1800,N 70TH ST,SHERWOOD RD,GREENHILL RD,4,0,0,0,78,CITY LOCAL,,,
1800,N 71ST ST,SHERWOOD RD,GREENHILL RD,4,5,0,0,57,CITY LOCAL,,,
1800,N 71ST ST,GREENHILL RD,CITY AVE,4,6,0,0,73,CITY LOCAL,,,
4700,N 7TH ST,W ROOSEVELT BLVD,N 7TH ST,8,3,0,0,73,CITY LOCAL,,,
4700,N 7TH ST,N 7TH ST,W LOUDON ST,8,1,0,0,67,CITY LOCAL,,,
6100,N 7TH ST,W SPENCER AVE,W GODFREY AVE,9,7,3,0,62,CITY LOCAL,,,
3100,N 8TH ST,W CLEARFIELD ST,W ALLEGHENY AVE,5,0,0,3,65,CITY LOCAL,,,
2300,N 9TH ST,W DAUPHIN ST,W DAKOTA ST,5,1,0,0,75,CITY LOCAL,,,
2300,N 9TH ST,W ARIZONA ST,W YORK ST,5,0,0,0,78,CITY LOCAL,,,
2300,N 9TH ST,W DAKOTA ST,W ARIZONA ST,5,0,0,0,88,CITY LOCAL,,,
2400,N 9TH ST,GERMANTOWN AVE,W CUMBERLAND ST,5,5,0,0,75,CITY LOCAL,,,
2400,N 9TH ST,W YORK ST,W BOSTON ST,5,0,0,0,81,CITY LOCAL,,,
1200,N ALDEN ST,W GIRARD AVE,W THOMPSON ST,4,1,9,1,59,CITY LOCAL,,,
1300,N ALDEN ST,W THOMPSON ST,MASTER ST,4,0,7,0,59,CITY LOCAL,,,
1400,N ALDEN ST,MASTER ST,MEDIA ST,4,0,2,2,64,CITY LOCAL,,,
600,N BODINE ST,GREEN ST,FAIRMOUNT AVE,1,0,0,2,42,CITY LOCAL,,,
700,N BODINE ST,FAIRMOUNT AVE,BROWN ST,1,0,0,0,73,CITY LOCAL,,,
3100,N CAMAC ST,W SEDGLEY AVE,W ALLEGHENY AVE,5,3,0,1,73,CITY LOCAL,,,
4200,N CARLISLE ST,W ROOSEVELT BLVD,W BRISTOL ST,8,9,0,0,57,CITY LOCAL,,,
4300,N CARLISLE ST,W BRISTOL ST,SAINT LUKES ST,8,0,0,0,73,CITY LOCAL,,,
2400,N CLARION ST,W YORK ST,W LETTERLY ST,5,0,1,1,57,CITY LOCAL,,,
4100,N DARIEN ST,W LYCOMING ST,W HUNTING PARK AVE,7,1,0,3,73,CITY LOCAL,,,
2400,N DELHI ST,W BOSTON ST,W CUMBERLAND ST,5,0,2,3,59,CITY LOCAL,,,
2200,N FAIRHILL ST,W SUSQUEHANNA AVE,W DAUPHIN ST,7,1,0,0,78,CITY LOCAL,,,
2300,N FAIRHILL ST,W DAUPHIN ST,W YORK ST,7,0,8,4,73,CITY LOCAL,,,
2400,N FAIRHILL ST,W YORK ST,W CUMBERLAND ST,7,0,2,0,57,CITY LOCAL,,,
2500,N FAIRHILL ST,W CUMBERLAND ST,W HUNTINGDON ST,7,3,0,1,73,CITY LOCAL,,,
2600,N FAIRHILL ST,W HUNTINGDON ST,W LEHIGH AVE,7,0,1,0,78,CITY LOCAL,,,
2700,N FAIRHILL ST,W LEHIGH AVE,W SOMERSET ST,7,1,1,2,78,CITY LOCAL,,,
2800,N FAIRHILL ST,W SOMERSET ST,W CAMBRIA ST,7,0,0,4,78,CITY LOCAL,,,
2900,N FAIRHILL ST,W CAMBRIA ST,W INDIANA AVE,7,0,2,0,78,CITY LOCAL,,,
4000,N FAIRHILL ST,W LUZERNE ST,W LYCOMING ST,7,2,0,0,59,CITY LOCAL,,,
4100,N FAIRHILL ST,W LYCOMING ST,W HUNTING PARK AVE,7,0,1,0,78,CITY LOCAL,,,
4300,N FAIRHILL ST,W BRISTOL ST,N 6TH ST,7,0,0,0,73,CITY LOCAL,,,
2500,N FRANKLIN ST,W CUMBERLAND ST,W HUNTINGDON ST,5,2,0,4,78,CITY LOCAL,,,
3100,N FRANKLIN ST,W CLEARFIELD ST,W ALLEGHENY AVE,5,0,1,0,57,CITY LOCAL,,,
4100,N FRANKLIN ST,W LYCOMING ST,W HUNTING PARK AVE,7,0,0,2,78,CITY LOCAL,,,
300,N FRONT ST,N WATER ST,CALLOWHILL ST,1,3,10,3,89,CITY FAM,,,
400,N FRONT ST,N WATER ST,NOBLE ST,1,4,1,0,46,CITY FAM,,,
400,N FRONT ST,CALLOWHILL ST,N WATER ST,1,2,0,0,73,CITY FAM,,,
500,N FRONT ST,SPRING GARDEN ST,SPRING GARDEN ST,1,0,0,0,94,CITY FAM,,,
500,N FRONT ST,NOBLE ST,SPRING GARDEN ST,1,0,0,0,64,CITY FAM,,,
600,N FRONT ST,SPRING GARDEN ST,FAIRMOUNT AVE,1,1,4,0,34,CITY FAM,,,
700,N FRONT ST,FAIRMOUNT AVE,OLIVE ST,1,6,1,0,73,CITY FAM,,,
700,N FRONT ST,OLIVE ST,BROWN ST,1,0,0,0,73,CITY FAM,,,
800,N FRONT ST,BROWN ST,POPLAR ST,1,0,0,0,87,CITY FAM,,,
900,N FRONT ST,POPLAR ST,ELLEN ST,1,6,35,0,57,CITY FAM,,,
600,N GALLOWAY ST,GREEN ST,POTTS PL,5,2,5,4,20,CITY LOCAL,,,
600,N GALLOWAY ST,POTTS PL,FAIRMOUNT AVE,5,0,1,0,20,CITY LOCAL,,,
2900,N HICKS ST,W STELLA ST,W INDIANA AVE,8,1,0,1,73,CITY LOCAL,,,
1600,N HOWARD ST,TURNER ST,CECIL B MOORE AVE,7,0,0,0,73,CITY LOCAL,,,
5900,N HUTCHINSON ST,W NEDRO AVE,W CHAMPLOST AVE,9,3,0,0,66,CITY LOCAL,,,
6000,N HUTCHINSON ST,W CHAMPLOST AVE,DEAD END NORTH,9,1,0,0,78,CITY LOCAL,,,
5900,N LAWRENCE ST,W NEDRO AVE,W CHAMPLOST AVE,9,3,3,0,68,CITY LOCAL,,,
2200,N LEITHGOW ST,W SUSQUEHANNA AVE,W DAUPHIN ST,7,0,0,0,73,CITY LOCAL,,,
5900,N LEITHGOW ST,W NEDRO AVE,W CHAMPLOST AVE,9,1,4,1,73,CITY LOCAL,,,
2300,N MARSHALL ST,W DAUPHIN ST,W YORK ST,5,0,0,0,78,CITY LOCAL,,,
2400,N MARSHALL ST,W YORK ST,W CUMBERLAND ST,5,0,0,5,90,CITY LOCAL,,,
2500,N MARSHALL ST,W CUMBERLAND ST,W HUNTINGDON ST,5,0,1,3,78,CITY LOCAL,,,
2600,N MARSHALL ST,W HAROLD ST,W OAKDALE ST,5,0,8,0,73,CITY LOCAL,,,
2600,N MARSHALL ST,W OAKDALE ST,W LEHIGH AVE,5,1,0,0,73,CITY LOCAL,,,
4000,N MARSHALL ST,W LUZERNE ST,W LYCOMING ST,7,1,0,1,72,CITY LOCAL,,,
4100,N MARSHALL ST,W LYCOMING ST,W HUNTING PARK AVE,7,0,0,0,78,CITY LOCAL,,,
4200,N MARSHALL ST,W HUNTING PARK AVE,W BRISTOL ST,7,0,0,0,51,CITY LOCAL,,,
600,N ORIANNA ST,POTTS PL,FAIRMOUNT AVE,5,0,0,0,93,CITY LOCAL,,,
2200,N ORKNEY ST,W SUSQUEHANNA AVE,W DAUPHIN ST,7,0,3,0,59,CITY LOCAL,,,
2300,N ORKNEY ST,W DAUPHIN ST,W YORK ST,7,1,1,0,73,CITY LOCAL,,,
2200,N PARK AVE,W SUSQUEHANNA AVE,W DAUPHIN ST,5,0,0,0,73,CITY LOCAL,,,
2300,N PARK AVE,W DAUPHIN ST,W YORK ST,5,2,1,0,73,CITY LOCAL,,,
2400,N PARK AVE,W YORK ST,W BOSTON ST,5,0,2,2,57,CITY LOCAL,,,
2400,N PARK AVE,W BOSTON ST,W CUMBERLAND ST,5,1,0,0,78,CITY LOCAL,,,
3100,N PARK AVE,W CLEARFIELD ST,W CLEMENTINE ST,5,3,2,0,57,CITY LOCAL,,,
3100,N PARK AVE,W LIPPINCOTT ST,W WISHART ST,5,0,0,0,57,CITY LOCAL,,,
3100,N PARK AVE,W CLEMENTINE ST,W LIPPINCOTT ST,5,4,0,0,57,CITY LOCAL,,,
3100,N PARK AVE,W WISHART ST,W ALLEGHENY AVE,5,2,0,0,78,CITY LOCAL,,,
4600,N PENN ST,ORTHODOX ST,OVERINGTON ST,7,1,2,1,66,CITY LOCAL,,,
4600,N PENN ST,OVERINGTON ST,ARROTT ST,7,1,4,0,60,CITY LOCAL,,,
4700,N PENN ST,ARROTT ST,FOULKROD ST,7,9,22,0,29,CITY LOCAL,,,
4800,N PENN ST,FOULKROD ST,OXFORD AVE,7,0,0,0,58,CITY LOCAL,,,
4800,N PENN ST,OXFORD AVE,HARRISON ST,7,1,0,2,44,CITY LOCAL,,,
4900,N PENN ST,HARRISON ST,WAKELING ST,7,2,0,4,59,CITY LOCAL,,,
5000,N PENN ST,WAKELING ST,DYRE ST,7,2,3,0,44,CITY LOCAL,,,
5100,N PENN ST,DYRE ST,PRATT ST,7,0,0,2,44,CITY LOCAL,,,
5200,N PENN ST,PRATT ST,BRIDGE ST,7,7,2,0,100,CITY LOCAL,,,
5300,N PENN ST,KENNEDY ST,SANGER ST,7,0,0,0,90,CITY LOCAL,,,
5300,N PENN ST,BRIDGE ST,BRILL ST,7,0,0,6,70,CITY LOCAL,,,
5300,N PENN ST,BRILL ST,KENNEDY ST,7,1,0,0,90,CITY LOCAL,,,
5400,N PENN ST,ANCHOR ST,E CHELTENHAM AVE,7,0,0,0,74,CITY LOCAL,,,
5400,N PENN ST,SANGER ST,ANCHOR ST,7,2,0,1,90,CITY LOCAL,,,
5800,N PENN ST,ALCOTT ST,VAN KIRK ST,7,1,1,0,70,CITY LOCAL,,,
5800,N PENN ST,E CHELTENHAM AVE,ALCOTT ST,7,7,1,2,73,CITY LOCAL,,,
5900,N PENN ST,VAN KIRK ST,COMLY ST,7,2,0,4,75,CITY LOCAL,,,
600,N PHILIP ST,GREEN ST,DEAD END NORTH,1,0,0,0,82,CITY LOCAL,,,
0,N REDFIELD ST,FILBERT ST,ARCH ST,4,2,7,3,73,CITY LOCAL,,,
1200,N REDFIELD ST,W GIRARD AVE,W THOMPSON ST,4,0,0,6,87,CITY LOCAL,,,
1500,N REDFIELD ST,MEDIA ST,LANSDOWNE AVE,4,0,22,7,87,CITY LOCAL,,,
4000,N REESE ST,W LUZERNE ST,W LYCOMING ST,7,0,0,2,98,CITY LOCAL,,,
4100,N REESE ST,W LYCOMING ST,W HUNTING PARK AVE,7,2,1,2,90,CITY LOCAL,,,
2500,N SARTAIN ST,W CUMBERLAND ST,W HUNTINGDON ST,5,1,5,0,57,CITY LOCAL,,,
2600,N SARTAIN ST,W HUNTINGDON ST,W OAKDALE ST,5,0,0,3,73,CITY LOCAL,,,
2900,N SYDENHAM ST,W STELLA ST,W INDIANA AVE,8,0,0,0,57,CITY LOCAL,,,
5900,N WARNOCK ST,W NEDRO AVE,W CHAMPLOST AVE,9,3,2,2,57,CITY LOCAL,,,
6100,N WARNOCK ST,W SPENCER AVE,W GODFREY AVE,9,1,0,0,73,CITY LOCAL,,,
2200,N WATTS ST,W SUSQUEHANNA AVE,W DAUPHIN ST,5,0,0,1,57,CITY LOCAL,,,
2300,N WATTS ST,W DAUPHIN ST,W YORK ST,5,0,0,0,57,CITY LOCAL,,,
2600,N WENDLE ST,W HAROLD ST,W OAKDALE ST,5,0,1,0,57,CITY LOCAL,,,
3100,N WENDLE ST,W CLEARFIELD ST,W ALLEGHENY AVE,5,0,0,1,57,CITY LOCAL,,,
2200,NAUDAIN ST,S 22ND ST,S 23RD ST,2,0,5,2,73,CITY LOCAL,,,
2300,NAUDAIN ST,S 23RD ST,S 24TH ST,2,1,0,0,52,CITY LOCAL,,,
2400,NAUDAIN ST,S 24TH ST,S 25TH ST,2,5,0,0,62,CITY LOCAL,,,
2500,NAUDAIN ST,S 25TH ST,S 26TH ST,2,0,2,6,51,CITY LOCAL,,,
2600,NAUDAIN ST,S 26TH ST,S TANEY ST,2,1,0,0,65,CITY LOCAL,,,
5100,NEWHALL ST,MANHEIM ST,HANSBERRY ST,8,5,2,5,78,CITY LOCAL,,,
5300,NEWHALL ST,W QUEEN LN,W PENN ST,8,1,3,2,78,CITY LOCAL,,,
5300,NEWHALL ST,W PENN ST,W COULTER ST,8,2,4,4,57,CITY LOCAL,,,
5900,NEWTOWN AVE,VAN KIRK ST,HOWELL ST,9,1,3,0,78,CITY LOCAL,,,
5900,NEWTOWN AVE,HOWELL ST,COMLY ST,9,0,0,0,90,CITY LOCAL,,,
6000,NEWTOWN AVE,COMLY ST,HIGBEE ST,9,0,0,0,78,CITY LOCAL,,,
6000,NEWTOWN AVE,HIGBEE ST,BENNER ST,9,1,0,0,98,CITY LOCAL,,,
6100,NEWTOWN AVE,BENNER ST,STEARLY ST,9,0,0,0,78,CITY LOCAL,,,
6100,NEWTOWN AVE,STEARLY ST,LARDNER ST,9,0,0,0,58,CITY LOCAL,,,
6100,NEWTOWN AVE,LARDNER ST,STEVENS ST,9,0,0,0,89,CITY LOCAL,,,
6100,NEWTOWN AVE,STEVENS ST,DEVEREAUX AVE,9,0,0,0,78,CITY LOCAL,,,
4400,OAKLAND ST,UNITY ST,SELLERS ST,7,0,1,0,70,CITY LOCAL,,,
4500,OAKLAND ST,SELLERS ST,GILLINGHAM ST,7,0,0,0,89,CITY LOCAL,,,
4500,OAKLAND ST,GILLINGHAM ST,ORTHODOX ST,7,0,0,0,66,CITY LOCAL,,,
4100,ORCHARD ST,TORRESDALE AVE,WOMRATH ST,7,0,0,1,52,CITY LOCAL,,,
4200,ORCHARD ST,RUAN ST,CHURCH ST,7,0,1,0,73,CITY LOCAL,,,
4200,ORCHARD ST,WOMRATH ST,RUAN ST,7,5,4,1,78,CITY LOCAL,,,
4300,ORCHARD ST,CHURCH ST,UNITY ST,7,1,1,3,78,CITY LOCAL,,,
6300,OVERBROOK AVE,N 63RD ST,LANCASTER AVE,4,0,0,0,57,CITY LOCAL,,,
6300,OVERBROOK AVE,LANCASTER AVE,N 64TH ST,4,0,1,3,78,CITY LOCAL,,,
6400,OVERBROOK AVE,N 64TH ST,N 66TH ST,4,31,0,1,57,CITY LOCAL,,,
200,OVERLOOK RD,CUL DE SAC WEST,SILVERWOOD ST,4,0,0,0,86,CITY LOCAL,,,
5700,OXFORD AVE,OXFORD CIR,LORETTO AVE,9,3,0,0,98,PENNDOT,,,
5800,OXFORD AVE,FRONTENAC ST,VAN KIRK ST,9,1,0,0,100,PENNDOT,,,
5800,OXFORD AVE,LORETTO AVE,FRONTENAC ST,9,0,1,0,94,PennDOT,,,
5900,OXFORD AVE,VAN KIRK ST,SUMMERDALE AVE,9,1,0,5,100,PENNDOT,,,
5900,OXFORD AVE,SUMMERDALE AVE,HOWELL ST,9,0,0,0,98,PENNDOT,,,
6000,OXFORD AVE,HOWELL ST,LANGDON ST,9,0,2,0,98,PENNDOT,,,
6100,OXFORD AVE,LANGDON ST,BENNER ST,9,0,0,0,98,PennDOT,,,
6100,OXFORD AVE,STEVENS TER,ALGON AVE,9,0,0,0,98,PENNDOT,,,
6100,OXFORD AVE,BENNER ST,STEVENS TER,9,0,0,0,98,PENNDOT,,,
6200,OXFORD AVE,DEVEREAUX AVE,FOSTER AVE,9,1,0,0,98,PENNDOT,,,
6200,OXFORD AVE,ALGON AVE,DEVEREAUX AVE,9,4,0,0,98,PENNDOT,,,
6300,OXFORD AVE,MARTINS MILL RD,LEVICK ST,9,2,0,0,97,PENNDOT,,,
6400,OXFORD AVE,LEVICK ST,PASSMORE ST,9,0,0,1,97,PENNDOT,,,
6400,OXFORD AVE,PASSMORE ST,HELLERMAN ST,9,0,0,14,100,PENNDOT,,,
6500,OXFORD AVE,HELLERMAN ST,MAGEE AVE,9,0,0,1,100,PENNDOT,,,
6600,OXFORD AVE,MAGEE AVE,FANSHAWE ST,9,0,0,0,98,PennDOT,,,
6600,OXFORD AVE,FANSHAWE ST,UNRUH AVE,9,0,0,0,98,PENNDOT,,,
6700,OXFORD AVE,MONTOUR ST,KNORR ST,9,0,1,0,98,PennDOT,,,
6700,OXFORD AVE,UNRUH AVE,MONTOUR ST,9,0,0,0,98,PENNDOT,,,
6800,OXFORD AVE,KNORR ST,GLENVIEW ST,9,0,0,0,98,PennDOT,,,
6800,OXFORD AVE,GLENVIEW ST,LONGSHORE AVE,9,0,0,0,97,PENNDOT,,,
6900,OXFORD AVE,LONGSHORE AVE,TABOR AVE,9,0,0,1,97,PENNDOT,,,
6900,OXFORD AVE,TABOR AVE,TYSON AVE,9,0,0,0,97,PennDOT,,,
7000,OXFORD AVE,TYSON AVE,BRIGHTON ST,9,0,0,1,97,PENNDOT,,,
7000,OXFORD AVE,BRIGHTON ST,BINGHAM ST,9,1,0,0,98,PENNDOT,,,
7100,OXFORD AVE,BINGHAM ST,SAINT VINCENT ST,9,0,0,3,97,PENNDOT,,,
7200,OXFORD AVE,SAINT VINCENT ST,COTTMAN AVE,9,2,3,2,89,PENNDOT,,,
7300,OXFORD AVE,COTTMAN AVE,RISING SUN AVE,10,1,0,0,100,PENNDOT,,,
7300,OXFORD AVE,RISING SUN AVE,BLEIGH AVE,10,8,4,0,97,PENNDOT,,,
7400,OXFORD AVE,BLEIGH AVE,VERREE RD,10,21,0,0,100,PENNDOT,,,
7500,OXFORD AVE,VERREE RD,WATSON ST,10,3,0,3,100,PENNDOT,,,
7600,OXFORD AVE,WATSON ST,HARTEL AVE,10,12,1,0,100,PENNDOT,,,
7800,OXFORD AVE,HARTEL AVE,HASBROOK AVE,10,1,0,0,100,PennDOT,,,
7900,OXFORD AVE,PINE RD,BURHOLME AVE,10,4,0,0,100,PennDOT,,,
7900,OXFORD AVE,BORBECK AVE,LONEY ST,10,16,0,3,100,PENNDOT,,,
7900,OXFORD AVE,BURHOLME AVE,BURHOLME AVE,10,1,0,0,100,PENNDOT,,,
7900,OXFORD AVE,LONEY ST,PINE RD,10,2,2,0,NULL,PENNDOT,,,
8000,OXFORD AVE,BURHOLME AVE,FILLMORE ST,10,0,0,0,100,PENNDOT,,,
1800,PALETHORP ST,W MONTGOMERY AVE,W BERKS ST,7,1,15,0,57,CITY LOCAL,,,
100,PAOLI AVE,UMBRIA ST,CLIFF RD,4,1,0,0,54,CITY LOCAL,,,
200,PAOLI AVE,CLIFF RD,SILVERWOOD ST,4,8,1,0,31,CITY LOCAL,,,
400,PAOLI AVE,PECHIN ST,RIDGE AVE,4,0,0,0,65,CITY LOCAL,,,
400,PAOLI AVE,SILVERWOOD ST,PECHIN ST,4,7,4,0,70,CITY LOCAL,,,
100,PARKER AVE,UMBRIA ST,CINNAMINSON ST,4,3,3,0,70,CITY LOCAL,,,
200,PARKER AVE,CINNAMINSON ST,SILVERWOOD ST,4,12,4,0,66,CITY LOCAL,,,
300,PARKER AVE,CINNAMON DR,PECHIN ST,4,1,0,0,66,CITY LOCAL,,,
300,PARKER AVE,SILVERWOOD ST,GINGER LN,4,2,1,0,61,CITY LOCAL,,,
300,PARKER AVE,GINGER LN,CINNAMON DR,4,1,3,0,66,CITY LOCAL,,,
