HUNDRED,ON,FROM,TO,COUNCIL,CONDI- TION_IN- DEX,POTHOLES,DITCHES,PAVING PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,S 54TH ST,UPLAND ST,GREENWAY AVE,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S 54TH ST,YOCUM ST,WOODLAND AVE,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S 54TH ST,GREENWAY AVE,YOCUM ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 54TH ST,PASCHALL AVE,GLENMORE AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,S 54TH ST,FLORENCE AVE,BEAUMONT ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,S 54TH ST,BEAUMONT ST,WARRINGTON AVE,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,S 54TH ST,WARRINGTON AVE,WINDSOR ST,3,100,4,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,S 54TH ST,WINDSOR ST,BELMAR ST,3,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,S 54TH ST,BELMAR ST,SPRINGFIELD AVE,3,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S 55TH ST,ANGORA TER,THOMAS AVE,3,100,0,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S 55TH ST,BALTIMORE AVE,ANGORA TER,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,S 56TH ST,OSAGE AVE,ADDISON ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,S 56TH ST,ADDISON ST,LARCHWOOD AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,S 56TH ST,LARCHWOOD AVE,HAZEL AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,S 56TH ST,HAZEL AVE,HAZEL AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,S 56TH ST,HAZEL AVE,RODMAN ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,S 56TH ST,RODMAN ST,CEDAR AVE,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,S 56TH ST,CEDAR AVE,PEMBERTON ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,S 56TH ST,PEMBERTON ST,WALTON AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,S 56TH ST,WALTON AVE,CATHARINE ST,3,100,1,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,S 56TH ST,WEBSTER ST,CHRISTIAN ST,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S 56TH ST,CHRISTIAN ST,MONTROSE ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S 56TH ST,MONTROSE ST,CARPENTER ST,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,S 56TH ST,DELANCEY ST,PINE ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,S 56TH ST,PINE ST,OSAGE AVE,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,S 56TH ST,CATHARINE ST,WEBSTER ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S 56TH ST,CARPENTER ST,BALTIMORE AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,S 56TH ST,CHESTNUT ST,SANSOM ST,3,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,S 56TH ST,SANSOM ST,WALNUT ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 56TH ST,LOCUST ST,IRVING ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S 56TH ST,N 56TH ST,LUDLOW ST,3,100,0,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S 56TH ST,LUDLOW ST,CHESTNUT ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 56TH ST,CHANCELLOR ST,LOCUST ST,3,100,0,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 56TH ST,WALNUT ST,CHANCELLOR ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 56TH ST,IRVING ST,SPRUCE ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,S 56TH ST,SPRUCE ST,DELANCEY ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,S 57TH ST,SANSOM ST,WALNUT ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S 57TH ST,MARKET ST,LUDLOW ST,3,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S 57TH ST,LUDLOW ST,CHESTNUT ST,3,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 57TH ST,WALNUT ST,LOCUST ST,3,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,S 57TH ST,CHESTNUT ST,SANSOM ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 57TH ST,LOCUST ST,SPRUCE ST,3,100,9,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,S 61ST ST,EASTWICK AVE,W PASSYUNK AVE,3,78,29,5,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,S 61ST ST,LINDBERGH BLVD,HARLEY AVE,3,86,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,S 61ST ST,HARLEY AVE,EASTWICK AVE,3,88,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,S 61ST ST,PINE ST,OSAGE AVE,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,S 61ST ST,OSAGE AVE,LARCHWOOD AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,S 61ST ST,LARCHWOOD AVE,HAZEL AVE,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,S 61ST ST,HAZEL AVE,CEDAR AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S 61ST ST,CHRISTIAN ST,CARPENTER ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,S 61ST ST,CARPENTER ST,WASHINGTON AVE,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,S 61ST ST,WASHINGTON AVE,ELLSWORTH ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,S 61ST ST,ELLSWORTH ST,COBBS CREEK PKWY,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,S 61ST ST,DELANCEY ST,PINE ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,S 61ST ST,CEDAR AVE,WALTON AVE,3,100,1,6,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,S 61ST ST,WALTON AVE,CATHARINE ST,3,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,S 61ST ST,CATHARINE ST,WEBSTER ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,S 61ST ST,WEBSTER ST,CHRISTIAN ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,S 61ST ST,CHESTNUT ST,SANSOM ST,3,100,3,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S 61ST ST,MARKET ST,LUDLOW ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S 61ST ST,LUDLOW ST,CHESTNUT ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,S 61ST ST,SANSOM ST,WALNUT ST,3,100,1,5,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 61ST ST,WALNUT ST,CHANCELLOR ST,3,100,4,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 61ST ST,CHANCELLOR ST,LOCUST ST,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 61ST ST,LOCUST ST,IRVING ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S 61ST ST,IRVING ST,SPRUCE ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 6TH ST,PORTER ST,SHUNK ST,1,100,0,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,S 6TH ST,SHUNK ST,OREGON AVE,1,100,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,S 6TH ST,WASHINGTON AVE,FEDERAL ST,1,100,7,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,S 6TH ST,FEDERAL ST,MANTON ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,S 6TH ST,MANTON ST,TITAN ST,1,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,S 6TH ST,TITAN ST,WHARTON ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,S 6TH ST,WHARTON ST,SEARS ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,S 6TH ST,SEARS ST,EARP ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,S 6TH ST,EARP ST,REED ST,1,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,S 6TH ST,REED ST,GERRITT ST,1,100,2,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,S 6TH ST,GERRITT ST,WILDER ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,S 6TH ST,WILDER ST,DICKINSON ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,S 6TH ST,DICKINSON ST,GREENWICH ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,S 6TH ST,GREENWICH ST,CROSS ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,S 6TH ST,CROSS ST,TASKER ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,S 6TH ST,TASKER ST,FERNON ST,1,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,S 6TH ST,FERNON ST,MOUNTAIN ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,S 6TH ST,MOUNTAIN ST,MORRIS ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S 6TH ST,MORRIS ST,WATKINS ST,1,100,2,4,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S 6TH ST,WATKINS ST,PIERCE ST,1,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S 6TH ST,PIERCE ST,MOORE ST,1,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,S 6TH ST,MOORE ST,MC CLELLAN ST,1,100,1,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,S 6TH ST,MC CLELLAN ST,SIGEL ST,1,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,S 6TH ST,SIGEL ST,MIFFLIN ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 6TH ST,MIFFLIN ST,HOFFMAN ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 6TH ST,HOFFMAN ST,DUDLEY ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 6TH ST,DUDLEY ST,MC KEAN ST,1,100,2,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S 6TH ST,MC KEAN ST,EMILY ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S 6TH ST,EMILY ST,MERCY ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S 6TH ST,MERCY ST,SNYDER AVE,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,S 6TH ST,SNYDER AVE,CANTRELL ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,S 6TH ST,TREE ST,WOLF ST,1,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,S 6TH ST,WOLF ST,RITNER ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,S 6TH ST,RITNER ST,PORTER ST,1,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S 70TH ST,UPLAND ST,GREENWAY AVE,2,97,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,S 70TH ST,GREENWAY AVE,WOODLAND AVE,2,89,6,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,S 70TH ST,WOODLAND AVE,SAYBROOK AVE,2,89,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,S 70TH ST,SAYBROOK AVE,PASCHALL AVE,2,94,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,S 70TH ST,PASCHALL AVE,LINMORE AVE,2,98,4,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 70TH ST,THEODORE ST,BUIST AVE,2,93,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,S 70TH ST,BUIST AVE,DICKS AVE,2,92,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,S 70TH ST,DICKS AVE,W PASSYUNK AVE,2,87,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,S 70TH ST,W PASSYUNK AVE,GROVERS AVE,2,94,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,S 70TH ST,GROVERS AVE,REEDBIRD PL,2,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 70TH ST,REGENT ST,LARRY ST,2,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S 70TH ST,KINGSESSING AVE,UPLAND ST,2,90,2,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 70TH ST,COBBS CREEK PKWY,CHESTER AVE,2,98,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 70TH ST,ELMWOOD AVE,THEODORE ST,2,92,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,S 70TH ST,REEDLAND ST,ELMWOOD AVE,2,86,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,S 70TH ST,WHEELER ST,REEDLAND ST,2,89,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,S 70TH ST,GRAYS AVE,WHEELER ST,2,97,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 70TH ST,CHESTER AVE,REGENT ST,2,90,1,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,S 70TH ST,LINMORE AVE,GRAYS AVE,2,89,5,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,S 70TH ST,CITY BOUNDARY,COBBS CREEK PKWY,2,98,1,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 70TH ST,LARRY ST,S 71ST ST,2,95,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S 70TH ST,S 71ST ST,KINGSESSING AVE,2,89,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,S 70TH ST,NORWITCH DR,HOLSTEIN AVE,2,70,5,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,S 70TH ST,LINDBERGH BLVD,NORWITCH DR,2,77,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,S 70TH ST,HOLSTEIN AVE,ESSINGTON AVE,2,70,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S 70TH ST,SHELDRAKE PL,IBIS PL,2,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S 70TH ST,IBIS PL,LINDBERGH BLVD,2,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 74TH ST,ELMWOOD AVE,ISLAND AVE,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,S 75TH ST,DEAD END WEST,S 75TH ST,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,S 75TH ST,S 75TH ST,ELMWOOD AVE,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 77TH ST,ELMWOOD AVE,DICKENS AVE,2,100,1,7,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 77TH ST,DICKENS AVE,ESTE AVE,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,S 77TH ST,BUIST AVE,CHELWYNDE AVE,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 77TH ST,ESTE AVE,BUIST AVE,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 78TH ST,SATURN PL,VENUS PL,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 78TH ST,VENUS PL,MERCURY PL,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S 78TH ST,MERCURY PL,BUIST AVE,2,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,S 86TH ST,LINDBERGH BLVD,DICKS PL,2,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,S 86TH ST,DICKS PL,CHENEY PL,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,S 86TH ST,CHENEY PL,GIBSON PL,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,S 86TH ST,GIBSON PL,LYONS PL,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,S 86TH ST,LYONS PL,CRATIN PL,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S ALDEN ST,WALNUT ST,LOCUST ST,3,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S ALDEN ST,LOCUST ST,SPRUCE ST,3,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S ALLISON ST,CHRISTIAN ST,BALTIMORE AVE,3,100,2,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,S BROAD ST,PORTER ST,SHUNK ST,1,100,0,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,S BROAD ST,SHUNK ST,W MOYAMENSING AVE,1,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,S BROAD ST,W MOYAMENSING AVE,OREGON AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,W MOYAMENSING AVE,OREGON AVE,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,PORTER ST,SHUNK ST,2,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,SHUNK ST,W MOYAMENSING AVE,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,OREGON AVE,OREGON AVE,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,S BROAD ST,OREGON AVE,OREGON AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,LOMBARD ST,SOUTH ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,FITZWATER ST,CATHARINE ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,CHRISTIAN ST,CARPENTER ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,CARPENTER ST,WASHINGTON AVE,2,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,WASHINGTON AVE,ALTER ST,2,100,6,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,ALTER ST,ELLSWORTH ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,ELLSWORTH ST,FEDERAL ST,2,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,WHARTON ST,REED ST,2,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,S BROAD ST,REED ST,DICKINSON ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,S BROAD ST,DICKINSON ST,TASKER ST,1,100,1,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,S BROAD ST,TASKER ST,MORRIS ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S BROAD ST,MORRIS ST,CASTLE AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S BROAD ST,CASTLE AVE,MOORE ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,S BROAD ST,MOORE ST,MIFFLIN ST,1,100,0,3,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S BROAD ST,MIFFLIN ST,W PASSYUNK AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S BROAD ST,E PASSYUNK AVE,SNYDER AVE,1,100,0,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,S BROAD ST,SNYDER AVE,JACKSON ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,S BROAD ST,JACKSON ST,WOLF ST,1,100,1,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,S BROAD ST,WOLF ST,RITNER ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,S BROAD ST,RITNER ST,PORTER ST,1,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,CYPRESS ST,PINE ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,PINE ST,LOMBARD ST,2,100,1,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,FEDERAL ST,WHARTON ST,2,100,0,3,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
